Tool,Histone_Mark,Library,Rank,Term,P_value,Adjusted_P_value,Combined_Score,Genes
MACS2,H3K27ac,GO_Cellular_Component_2023,9,P-body (GO:0000932),0.0011828587382085422,0.05914293691042711,13.49353679122563,"['DDX6', 'GARRE1', 'LIMD1', 'ZFP36L1', 'ZFP36', 'BTBD1', 'TRIM5', 'FAM184A', 'ZC3H12A', 'BTBD2', 'IGF2BP1', 'IGF2BP3', 'IGF2BP2', 'DCPS', 'EIF4E', 'APOBEC3D', 'APOBEC3G', 'YTHDF3', 'LSM1', 'SAMD4A', 'RC3H1', 'SAMD4B', 'PUM1', 'LSM4', 'PATL1', 'LSM3', 'PNRC1', 'PATL2', 'LSM2', 'PNRC2', 'PAN2', 'PSMA6', 'MOV10', 'MEX3B', 'LSM6', 'CNOT1', 'CAPRIN1', 'CNOT2', 'CNOT3', 'PSMC2', 'TOP1', 'CNOT8', 'DCP1A', 'SQSTM1', 'LSM14A', 'DCP2']"
MACS2,H3K27ac,GO_Cellular_Component_2023,10,Endoplasmic Reticulum Tubular Network (GO:0071782),0.0014022264273158144,0.06310018922921165,23.772889846329303,"['PARP6', 'ATL2', 'RTN4', 'RNF41', 'RAB10', 'ARV1', 'ZFYVE27', 'ASPH', 'REEP5', 'STIM1', 'REEP4', 'REEP3', 'RAB18', 'EMD', 'LNPK', 'C2CD2L', 'KPNB1', 'RAB3GAP1']"
MACS2,H3K27ac,GO_Cellular_Component_2023,11,Spindle (GO:0005819),0.0024809009082208044,0.0957648686746091,8.963842922290933,"['HNRNPU', 'CDC14A', 'GOLGA2', 'TUBB6', 'CSPP1', 'CDC27', 'TUBB1', 'FBXO5', 'KIFAP3', 'ANAPC7', 'MAP1S', 'SLC34A1', 'ANXA11', 'CSNK1D', 'EML2', 'EML3', 'EML4', 'FAM161A', 'TBL1XR1', 'HECW2', 'MAK', 'JTB', 'PKP4', 'KIF20A', 'MAD1L1', 'DCUN1D5', 'EPB41', 'CUL3', 'WDR62', 'HMMR', 'SPATA5', 'SKA1', 'SPATA5L1', 'CLTCL1', 'TPR', 'MAP4', 'ECT2', 'FAM83D', 'SAC3D1', 'CBX3', 'KLHL22', 'CDC7', 'RMDN1', 'WAPL', 'DCDC1', 'TPX2', 'DIAPH1', 'TBCK', 'ZZZ3', 'CDC16', 'TADA3', 'CDK1', 'CALM1', 'CALM2', 'LSM14A', 'HEPACAM2', 'KIF11', 'NGRN', 'NUDCD2', 'NUDC', 'CKAP2', 'KIF22', 'DYNLL1', 'MZT2B', 'KAT2B', 'MZT2A', 'NCOR1', 'TUBB2A', 'PSRC1', 'KIF2A', 'INCENP', 'KIFC1', 'KIF2C', 'TMEM9', 'CTDP1', 'HDAC3', 'RGS14', 'DCTN1', 'KATNB1', 'CAPG', 'TTK', 'TTL', 'AURKA', 'CDC42', 'TAF1D', 'KATNA1', 'MAPK1', 'TBL1X', 'CLASP1', 'RTRAF', 'CLASP2', 'SPAG5', 'CSNK1A1', 'CCDC57', 'MZT1', 'CENPE', 'CENPF', 'PRC1', 'TACC3', 'PTPN7', 'MAD2L1']"
MACS2,H3K27ac,GO_Cellular_Component_2023,12,Intracellular Non-Membrane-Bounded Organelle (GO:0043232),0.002553729831322909,0.0957648686746091,7.088927373048055,"['MAPKBP1', 'MDC1', 'ZNF175', 'RPL3', 'POP1', 'HNRNPR', 'ADARB2', 'SMC3', 'RPL9', 'RPL7', 'SMC2', 'NUB1', 'CSPP1', 'MYC', 'ZC3H12A', 'IER5', 'CDK5RAP2', 'TSPYL1', 'MAP1S', 'DDX11', 'PIH1D1', 'WDR74', 'SETMAR', 'WDR75', 'GABRG3', 'GTPBP4', 'EML3', 'BIN1', 'WDR82', 'JTB', 'LETMD1', 'CLOCK', 'ATF3', 'ZNF397', 'SLBP', 'SET', 'PRKRIP1', 'ABCB8', 'BAZ2A', 'MRPL13', 'DEDD2', 'ANAPC11', 'RNF213', 'TERT', 'EPB41L1', 'RDH10', 'RAD21', 'S100A13', 'ZNF146', 'NAA50', 'PLK4', 'ARL14EP', 'JUP', 'PNO1', 'EIF2AK2', 'MAD2L1BP', 'UPF3B', 'UPF3A', 'PA2G4', 'WDR55', 'EHD1', 'C6ORF89', 'TRIP6', 'SASS6', 'RAD17', 'CEP85', 'FERMT3', 'CDKN1A', 'ODF3L2', 'LPCAT1', 'CTCF', 'FMN2', 'STON2', 'PHF8', 'MRPL40', 'AIFM2', 'DFFB', 'NUDC', 'ANXA2', 'RIPK2', 'NSUN2', 'AEN', 'BAZ1B', 'DYNLL1', 'TERF1', 'SIRT1', 'GNL3', 'MZT2B', 'MZT2A', 'GCFC2', 'PLSCR1', 'ZEB2', 'TUBB2A', 'SDHAF2', 'INCENP', 'PAX9', 'PLIN3', 'PLIN2', 'ERGIC2', 'SLC29A2', 'CTDP1', 'SF3B3', 'CIPC', 'NIP7', 'NOC4L', 'HSPA14', 'WRN', 'EXOSC10', 'RRP36', 'RPL15', 'RPS27A', 'ZNF346', 'SF3B1', 'DEDD', 'TRMT10A', 'MBD5', 'MBD6', 'GSN', 'UTP4', 'UTP3', 'CSNK1A1', 'MEAK7', 'DHRS3', 'GTF2H5', 'LRPPRC', 'MZT1', 'CENPE', 'CENPF', 'TAOK2', 'EEF1AKMT3', 'GZF1', 'ZNF692', 'FMR1', 'C1ORF131', 'AUP1', 'CDC14A', 'OSBP', 'PIM1', 'NUDT16', 'NBN', 'SNRNP35', 'ZNF202', 'PHLDA1', 'MAGI1', 'RPS9', 'ANAPC7', 'RPS7', 'TPM3', 'RPS5', 'RPS6', 'DYRK1A', 'VRK1', 'ZBTB33', 'CYB561A3', 'LARP4B', 'FBXO11', 'FTSJ3', 'DGKQ', 'MORF4L2', 'NCL', 'FSCN1', 'PKP4', 'SRSF5', 'TNIK', 'MAD1L1', 'BLM', 'ABHD5', 'HMMR', 'PKMYT1', 'SPATA5', 'MACROH2A1', 'ATXN3', 'ORC4', 'OARD1', 'C1ORF109', 'NACC2', 'CLTCL1', 'ABL1', 'EIF4EBP2', 'BRIX1', 'MDN1', 'SAC3D1', 'ZNF300', 'ZBTB14', 'ATP8B2', 'FUS', 'CDK8', 'GNL3L', 'LSM6', 'STK24', 'UBLCP1', 'BCL6', 'CDK4', 'PIN4', 'ZNF655', 'EIF4G3', 'RSL24D1', 'MCM7', 'MTCL1', 'PIK3CB', 'TNFSF13B', 'PTBP1', 'TRIM68', 'SPG11', 'METTL18', 'NCK1', 'PPP1R12A', 'CR1', 'ACTR6', 'CEP295', 'FAAH2', 'RPL13A', 'ZFP91', 'TFIP11', 'REXO2', 'SMC1A', 'REXO5', 'DNAJC2', 'ARL4A', 'PPM1B', 'POLR1A', 'POLR1B', 'TRAF6', 'C1D', 'MCM3', 'POLR1E', 'TOP1', 'GAPDH', 'ROCK1', 'ROCK2', 'KATNB1', 'TTK', 'HSD17B11', 'TMA16', 'REPIN1', 'SELENBP1', 'POLR2A', 'RBBP5', 'KATNA1', 'DNAJB9', 'IGF2BP3', 'IGF2BP2', 'ZNF622', 'E2F5', 'HNRNPA1', 'PCDH1', 'E2F8', 'TRIM41', 'KRR1', 'RPL23A', 'CDC42BPA', 'PML', 'CTCFL', 'KLF6', 'PRC1', 'RAB18', 'PTPN6', 'MNDA', 'GORAB', 'ZMYND8', 'THUMPD3', 'ACTB', 'GOLGA3', 'RPS6KA3', 'RPS17', 'RPS19', 'RPL36AL', 'CDC27', 'RCC1', 'CPNE3', 'FBXO5', 'TRIM27', 'RPS11', 'SKP2', 'ESCO1', 'ACTN2', 'SCAF11', 'METTL1', 'CSNK1D', 'ANK1', 'THAP2', 'COX7A2L', 'CCNY', 'SUB1', 'ZW10', 'AKAP9', 'CCDC86', 'KIF20A', 'KIF20B', 'MACF1', 'DCUN1D5', 'DHX9', 'EPB41', 'NMD3', 'CDKN2AIP', 'FXR1', 'SPATA5L1', 'ERI1', 'SPTBN1', 'CRADD', 'IQSEC1', 'XRCC5', 'SMARCA5', 'PTK2', 'WAPL', 'RPS25', 'TPX2', 'STAG1', 'STAG2', 'ZZZ3', 'GRB2', 'INTS7', 'NOL10', 'ATM', 'NOL11', 'ANP32B', 'RPS23', 'TOP2A', 'TENM1', 'TOP2B', 'MRPS15', 'FEN1', 'HIP1', 'FAF2', 'HILPDA', 'HEPACAM2', 'NAT10', 'PTPRM', 'KIF11', 'HINT1', 'SERP1', 'XPO1', 'UBXN8', 'RAC3', 'CCT3', 'PRMT6', 'MRPS27', 'PARP1', 'RHOG', 'MRPS7', 'ZFX', 'SYN1', 'UCHL5', 'MRPS9', 'CTTN', 'KIF2A', 'FRG1', 'FAM193B', 'KIF2C', 'ARHGEF2', 'EEF1E1', 'RAB7A', 'CSTB', 'HEATR1', 'GNAI3', 'AKAP8', 'CAPG', 'FAAP20', 'NOL6', 'EXOSC5', 'EXOSC4', 'EXOSC9', 'EXOSC8', 'METTL5', 'NPM1', 'MTX2', 'MLH1', 'VMP1', 'NEDD4', 'CAPZA1', 'TCEA1', 'TRIP13', 'TARDBP', 'SPC24', 'RAB3GAP1', 'NEK11', 'MPHOSPH6', 'NARF', 'FHOD1', 'GEMIN2', 'ARID4A', 'NUCKS1', 'PRDM1', 'CCND2', 'ARHGDIA', 'TRAPPC13', 'RPP38', 'SLC30A9', 'DIMT1', 'SLC30A5', 'CASK', 'ANXA11', 'CDYL', 'SDHA', 'EEF1A1', 'DKC1', 'FANCD2', 'WDFY1', 'CMPK1', 'WDFY3', 'VCL', 'HOMEZ', 'PSMD10', 'ZCCHC8', 'UTP25', 'ZCCHC7', 'TSG101', 'UTP23', 'ZCCHC9', 'HTRA2', 'EMG1', 'IRAK1', 'DNAJC21', 'LPXN', 'ASIC2', 'FAM83D', 'ZC3H14', 'MARK1', 'PDHA1', 'CBX5', 'CCDC137', 'CBX3', 'CAV1', 'MSN', 'NUP153', 'TBCA', 'POU2F3', 'RCL1', 'LIN28B', 'CAPRIN1', 'FGF18', 'RBIS', 'DYRK3', 'ACADVL', 'DOCK4', 'DYRK2', 'NVL', 'HP1BP3', 'HMGB2', 'CHD3', 'TENT4A', 'MYSM1', 'TENT4B', 'RBM4', 'CASP8', 'SFR1', 'SNAPC3', 'CASP2', 'GET3', 'RBM34', 'RBM7', 'GET4', 'UTP15', 'ABCC4', 'UTP11', 'DDX55', 'BCKDHB', 'DDX56', 'MARS1', 'RPS3A', 'DDX50', 'CKAP5', 'LSS', 'PSRC1', 'ITGB1BP1', 'LDAH', 'AGPAT5', 'DDX24', 'RGS14', 'DCTN1', 'DDX20', 'PARN', 'DDX21', 'ASAP1', 'ADD3', 'ADD1', 'CLN6', 'ADD2', 'AURKA', 'PDLIM1', 'TAF1D', 'RAB40C', 'TAF1B', 'BMS1', 'SAP30L', 'MXI1', 'TRA2A', 'NRIP1', 'MAPK1', 'STOM', 'PDLIM4', 'ARFGEF1', 'HSD3B7', 'TAF13', 'ZFC3H1', 'DEK', 'YY1AP1', 'WEE1', 'TEC', 'SCD', 'SHLD2', 'SPRY2', 'VIM', 'NRDE2', 'RAN']"
MACS2,H3K27ac,GO_Cellular_Component_2023,13,Nuclear Lumen (GO:0031981),0.003477819438331552,0.12038605748070756,6.934204988375559,"['MAPKBP1', 'ZNF175', 'RPL3', 'POP1', 'GORAB', 'ZMYND8', 'THUMPD3', 'HNRNPU', 'HNRNPR', 'ADARB2', 'RPL7', 'SMC2', 'GOLGA3', 'RPS6KA3', 'NUB1', 'RPS19', 'MYC', 'CPNE3', 'TRIM27', 'RPS11', 'SKP2', 'IER5', 'TSPYL1', 'SCAF11', 'MAP1S', 'METTL1', 'DDX11', 'PIH1D1', 'WDR74', 'SETMAR', 'WDR75', 'GABRG3', 'THAP2', 'GTPBP4', 'COX7A2L', 'CCNY', 'WDR82', 'SUB1', 'CCDC86', 'LETMD1', 'KIF20B', 'ATF3', 'ZNF397', 'SLBP', 'DHX9', 'PRKRIP1', 'ABCB8', 'BAZ2A', 'NMD3', 'CDKN2AIP', 'DEDD2', 'ANAPC11', 'FXR1', 'RNF213', 'TERT', 'ERI1', 'S100A13', 'ZNF146', 'SPTBN1', 'NAA50', 'PLK4', 'ARL14EP', 'CRADD', 'IQSEC1', 'XRCC5', 'PNO1', 'SMARCA5', 'MAD2L1BP', 'UPF3B', 'UPF3A', 'PA2G4', 'WDR55', 'RPS25', 'STAG2', 'ZZZ3', 'C6ORF89', 'RAD17', 'GRB2', 'NOL10', 'ATM', 'NOL11', 'CEP85', 'ANP32B', 'TOP2A', 'TOP2B', 'MRPS15', 'CDKN1A', 'FEN1', 'NAT10', 'CTCF', 'FMN2', 'STON2', 'PHF8', 'MRPL40', 'XPO1', 'UBXN8', 'PRMT6', 'DFFB', 'PBRM1', 'MRPS27', 'PARP1', 'NSUN2', 'AEN', 'BAZ1A', 'BAZ1B', 'TERF1', 'SIRT1', 'ZFX', 'UCHL5', 'GNL3', 'GCFC2', 'PLSCR1', 'MRPS9', 'ZEB2', 'SDHAF2', 'KIF2A', 'PAX9', 'FRG1', 'FAM193B', 'EEF1E1', 'ERGIC2', 'SLC29A2', 'CSTB', 'SF3B3', 'CIPC', 'NIP7', 'HEATR1', 'GNAI3', 'AKAP8', 'NOC4L', 'CAPG', 'NOL6', 'WRN', 'EXOSC5', 'EXOSC10', 'EXOSC4', 'EXOSC9', 'EXOSC8', 'RRP36', 'METTL5', 'RPS27A', 'ZNF346', 'SF3B1', 'DEDD', 'TRMT10A', 'NPM1', 'UTP4', 'UTP3', 'MTX2', 'MEAK7', 'GTF2H5', 'VMP1', 'NEDD4', 'TAOK2', 'TCEA1', 'SPC24', 'GZF1', 'NEK11', 'MPHOSPH6', 'ZNF692', 'NARF', 'GEMIN2', 'FMR1', 'NUCKS1', 'PRDM1', 'CDC14A', 'CCND2', 'OSBP', 'PIM1', 'NUDT16', 'NBN', 'SNRNP35', 'ZNF202', 'PHLDA1', 'RPP38', 'MAGI1', 'IK', 'RPS9', 'RPS7', 'DIMT1', 'SLC30A5', 'RPS6', 'CASK', 'VRK1', 'ZBTB33', 'CYB561A3', 'LARP4B', 'SDHA', 'FBXO11', 'FTSJ3', 'EEF1A1', 'DKC1', 'FANCD2', 'DGKQ', 'MORF4L2', 'NCL', 'WDFY1', 'CMPK1', 'WDFY3', 'SRSF5', 'HOMEZ', 'ZCCHC8', 'UTP25', 'ZCCHC7', 'BLM', 'TSG101', 'UTP23', 'ZCCHC9', 'PKMYT1', 'MACROH2A1', 'ATXN3', 'ORC4', 'EMG1', 'OARD1', 'C1ORF109', 'NACC2', 'DNAJC21', 'ABL1', 'BRIX1', 'ASIC2', 'ZC3H14', 'MDN1', 'ZNF300', 'PDHA1', 'CBX5', 'ZBTB14', 'ATP8B2', 'CCDC137', 'NUP153', 'TBCA', 'POU2F3', 'RCL1', 'CDK8', 'LIN28B', 'GNL3L', 'LSM6', 'STK24', 'UBLCP1', 'BCL6', 'CDK4', 'FGF18', 'PIN4', 'ZNF655', 'RBIS', 'RSL24D1', 'ACADVL', 'DOCK4', 'MCM7', 'NVL', 'HMGB2', 'PIK3CB', 'CHD3', 'TENT4A', 'CHD1', 'MYSM1', 'TENT4B', 'TNFSF13B', 'PTBP1', 'RBM4', 'SFR1', 'SNAPC3', 'TRIM68', 'CASP2', 'GET3', 'RBM34', 'RBM7', 'SPG11', 'METTL18', 'GET4', 'UTP15', 'ABCC4', 'PPP1R12A', 'UTP11', 'ACTR6', 'DDX55', 'BCKDHB', 'DDX56', 'MARS1', 'RPL13A', 'ZFP91', 'TFIP11', 'RPS3A', 'REXO2', 'DDX50', 'SPIDR', 'CKAP5', 'REXO5', 'DNAJC2', 'ARL4A', 'PPM1B', 'C1D', 'MCM3', 'BIRC5', 'POLR1E', 'TERF2IP', 'TOP1', 'AGPAT5', 'DDX24', 'PARN', 'DDX21', 'CLN6', 'TMA16', 'SELENBP1', 'TAF1D', 'TAF1B', 'POLR2A', 'RBBP5', 'BMS1', 'SAP30L', 'MXI1', 'TRA2A', 'NRIP1', 'DNAJB9', 'IGF2BP3', 'ZNF622', 'E2F5', 'PCDH1', 'E2F8', 'ARFGEF1', 'SMARCE1', 'TRIM41', 'TAF13', 'KRR1', 'ZFC3H1', 'RPL23A', 'DEK', 'YY1AP1', 'PML', 'KLF6', 'WEE1', 'RAD51', 'SCD', 'PTPN6', 'MNDA', 'NRDE2', 'RAN']"
MACS2,H3K27ac,GO_Cellular_Component_2023,14,Mitotic Spindle (GO:0072686),0.0038553438597593976,0.1239217669208378,8.830295166944206,"['HEPACAM2', 'HNRNPU', 'KIF11', 'CDC14A', 'GOLGA2', 'NGRN', 'TUBB6', 'NUDCD2', 'CDC27', 'TUBB1', 'NUDC', 'MAP1S', 'SLC34A1', 'CEP295', 'CKAP2', 'HAUS4', 'KIF22', 'DYNLL1', 'EML2', 'EML3', 'HAUS1', 'EML4', 'KAT2B', 'NCOR1', 'TUBB2A', 'FAM161A', 'TBL1XR1', 'KIFC1', 'HECW2', 'MAK', 'PKP4', 'TMEM9', 'MAD1L1', 'HDAC3', 'EPB41', 'DCTN1', 'CUL3', 'CAPG', 'WDR62', 'SKA1', 'AURKA', 'CDC42', 'TAF1D', 'HAUS8', 'TPR', 'MAPK1', 'MAP4', 'TBL1X', 'ECT2', 'FAM83D', 'CLASP1', 'CLASP2', 'RTRAF', 'SPAG5', 'KLHL22', 'CDC7', 'DCDC1', 'WAPL', 'DIAPH1', 'TBCK', 'TPX2', 'CENPE', 'KIF18A', 'ZZZ3', 'CDC16', 'TADA3', 'CDK1', 'TACC3', 'PTPN7', 'LSM14A', 'MAD2L1']"
MACS2,H3K27ac,GO_Cellular_Component_2023,15,Nucleolus (GO:0005730),0.004681497969013009,0.14044493907039027,6.528990443724932,"['MAPKBP1', 'ZNF175', 'RPL3', 'POP1', 'GORAB', 'ZMYND8', 'THUMPD3', 'HNRNPR', 'ADARB2', 'RPL7', 'SMC2', 'GOLGA3', 'RPS6KA3', 'NUB1', 'RPS19', 'MYC', 'CPNE3', 'TRIM27', 'RPS11', 'SKP2', 'IER5', 'TSPYL1', 'SCAF11', 'MAP1S', 'METTL1', 'DDX11', 'PIH1D1', 'WDR74', 'SETMAR', 'WDR75', 'GABRG3', 'THAP2', 'GTPBP4', 'COX7A2L', 'CCNY', 'WDR82', 'SUB1', 'CCDC86', 'LETMD1', 'KIF20B', 'ATF3', 'ZNF397', 'SLBP', 'DHX9', 'PRKRIP1', 'ABCB8', 'BAZ2A', 'NMD3', 'CDKN2AIP', 'DEDD2', 'ANAPC11', 'FXR1', 'RNF213', 'TERT', 'ERI1', 'S100A13', 'ZNF146', 'SPTBN1', 'NAA50', 'PLK4', 'ARL14EP', 'CRADD', 'IQSEC1', 'XRCC5', 'PNO1', 'SMARCA5', 'MAD2L1BP', 'UPF3B', 'UPF3A', 'PA2G4', 'WDR55', 'RPS25', 'STAG2', 'ZZZ3', 'C6ORF89', 'RAD17', 'GRB2', 'NOL10', 'ATM', 'NOL11', 'CEP85', 'ANP32B', 'TOP2A', 'TOP2B', 'MRPS15', 'CDKN1A', 'FEN1', 'NAT10', 'CTCF', 'FMN2', 'STON2', 'PHF8', 'MRPL40', 'XPO1', 'UBXN8', 'PRMT6', 'DFFB', 'MRPS27', 'PARP1', 'NSUN2', 'AEN', 'BAZ1B', 'TERF1', 'SIRT1', 'ZFX', 'UCHL5', 'GNL3', 'GCFC2', 'PLSCR1', 'MRPS9', 'ZEB2', 'SDHAF2', 'KIF2A', 'PAX9', 'FRG1', 'FAM193B', 'EEF1E1', 'ERGIC2', 'SLC29A2', 'CSTB', 'SF3B3', 'CIPC', 'NIP7', 'HEATR1', 'GNAI3', 'AKAP8', 'NOC4L', 'CAPG', 'NOL6', 'WRN', 'EXOSC5', 'EXOSC10', 'EXOSC4', 'EXOSC9', 'EXOSC8', 'RRP36', 'METTL5', 'RPS27A', 'ZNF346', 'SF3B1', 'DEDD', 'TRMT10A', 'NPM1', 'UTP4', 'UTP3', 'MTX2', 'MEAK7', 'GTF2H5', 'VMP1', 'NEDD4', 'TAOK2', 'TCEA1', 'SPC24', 'GZF1', 'NEK11', 'MPHOSPH6', 'ZNF692', 'NARF', 'GEMIN2', 'FMR1', 'NUCKS1', 'PRDM1', 'CDC14A', 'CCND2', 'OSBP', 'PIM1', 'NUDT16', 'NBN', 'SNRNP35', 'ZNF202', 'PHLDA1', 'RPP38', 'MAGI1', 'RPS9', 'RPS7', 'DIMT1', 'SLC30A5', 'RPS6', 'CASK', 'VRK1', 'ZBTB33', 'CYB561A3', 'LARP4B', 'SDHA', 'FBXO11', 'FTSJ3', 'EEF1A1', 'DKC1', 'FANCD2', 'DGKQ', 'MORF4L2', 'NCL', 'WDFY1', 'CMPK1', 'WDFY3', 'SRSF5', 'HOMEZ', 'ZCCHC8', 'UTP25', 'ZCCHC7', 'BLM', 'TSG101', 'UTP23', 'ZCCHC9', 'PKMYT1', 'MACROH2A1', 'ATXN3', 'ORC4', 'EMG1', 'OARD1', 'C1ORF109', 'NACC2', 'DNAJC21', 'ABL1', 'BRIX1', 'ASIC2', 'ZC3H14', 'MDN1', 'ZNF300', 'PDHA1', 'CBX5', 'ZBTB14', 'ATP8B2', 'CCDC137', 'NUP153', 'TBCA', 'POU2F3', 'RCL1', 'CDK8', 'LIN28B', 'GNL3L', 'LSM6', 'STK24', 'UBLCP1', 'BCL6', 'CDK4', 'FGF18', 'PIN4', 'ZNF655', 'RBIS', 'RSL24D1', 'ACADVL', 'DOCK4', 'MCM7', 'NVL', 'HMGB2', 'PIK3CB', 'CHD3', 'TENT4A', 'MYSM1', 'TENT4B', 'TNFSF13B', 'PTBP1', 'RBM4', 'SFR1', 'SNAPC3', 'TRIM68', 'CASP2', 'GET3', 'RBM34', 'RBM7', 'SPG11', 'METTL18', 'GET4', 'UTP15', 'ABCC4', 'PPP1R12A', 'UTP11', 'ACTR6', 'DDX55', 'BCKDHB', 'DDX56', 'MARS1', 'RPL13A', 'ZFP91', 'TFIP11', 'RPS3A', 'REXO2', 'DDX50', 'CKAP5', 'REXO5', 'DNAJC2', 'ARL4A', 'PPM1B', 'POLR1A', 'POLR1B', 'C1D', 'POLR1C', 'MCM3', 'POLR1E', 'TOP1', 'POLR1H', 'AGPAT5', 'DDX24', 'PARN', 'DDX21', 'CLN6', 'TMA16', 'SELENBP1', 'TAF1D', 'TAF1B', 'POLR2A', 'RBBP5', 'BMS1', 'SAP30L', 'MXI1', 'TRA2A', 'NRIP1', 'DNAJB9', 'IGF2BP3', 'ZNF622', 'POLR2H', 'E2F5', 'PCDH1', 'E2F8', 'ARFGEF1', 'TRIM41', 'TAF13', 'KRR1', 'ZFC3H1', 'RPL23A', 'DEK', 'YY1AP1', 'PML', 'KLF6', 'WEE1', 'SCD', 'PTPN6', 'MNDA', 'NRDE2', 'RAN']"
MACS2,H3K27ac,GO_Cellular_Component_2023,16,Cul5-RING Ubiquitin Ligase Complex (GO:0031466),0.006508672384216937,0.18305641080610136,56.62946103848705,"['CUL5', 'KLHDC1', 'ELOB', 'ELOC', 'RNF7', 'PCMTD1', 'RBX1']"
MACS2,H3K27ac,GO_Cellular_Component_2023,17,Ficolin-1-Rich Granule Lumen (GO:1904813),0.007238419141329344,0.19160521256460028,7.807847245600812,"['DDX3X', 'HSP90AB1', 'CALML5', 'CTSZ', 'C1ORF35', 'HBB', 'HMGB1', 'SRP14', 'ALAD', 'PSMD7', 'ACTR1B', 'FTH1', 'PGM2', 'CAPN1', 'GUSB', 'KCMF1', 'ACTR2', 'APAF1', 'PGAM1', 'COMMD3', 'AMPD3', 'EEF1A1', 'PSMA5', 'CSNK2B', 'CAT', 'ALDOA', 'KPNB1', 'VCL', 'CSTB', 'PSMD12', 'ASAH1', 'PSMD11', 'PSMD14', 'CAB39', 'CST3', 'CAND1', 'PSMB1', 'MAPK1', 'CCT8', 'ATG7', 'ARSB', 'GSDMD', 'HSPA8', 'GSN', 'JUP', 'IDH1', 'AGL', 'HSPA6', 'PDAP1', 'ARPC5', 'MAPK14', 'PFKL', 'GLB1', 'QPCT', 'PSMC2', 'MNDA', 'CDK13', 'YPEL5', 'ACTR10', 'HSPA1B', 'HSPA1A']"
MACS2,H3K27ac,GO_Cellular_Component_2023,18,Pericentric Heterochromatin (GO:0005721),0.008074553926388946,0.20186384815972366,15.493627451962977,"['CBX5', 'UHRF2', 'CBX3', 'KMT5C', 'SMARCA5', 'BAZ1A', 'IKZF1', 'BAZ1B', 'MACROH2A1', 'CENPC', 'CHRAC1', 'INCENP', 'POLE3', 'SNAI1']"
MACS2,H3K27ac,GO_Cellular_Component_2023,19,Nuclear Inclusion Body (GO:0042405),0.009212250224031703,0.21818487372706666,30.128293594170334,"['RANBP2', 'ATXN3', 'SLF1', 'PABPN1', 'TPR', 'NUP153', 'NBN', 'NUP98']"
MACS2,H3K27ac,GO_Cellular_Component_2023,20,Nuclear Chromosome (GO:0000228),0.01049010079758015,0.23602726794555337,7.490913545214582,"['TOP2A', 'INO80C', 'BLM', 'INO80D', 'SF3B3', 'MCM7', 'SRCAP', 'TRRAP', 'NCAPG2', 'HNRNPU', 'NCAPG', 'CHD1', 'SMC4', 'MACROH2A1', 'NCAPH', 'SMC2', 'NOL6', 'YY1', 'SMCHD1', 'CDC45', 'RUVBL2', 'EXOSC9', 'CHEK1', 'RCC1', 'BRD8', 'SUDS3', 'KIFAP3', 'NFRKB', 'H2AZ1', 'SMARCE1', 'IK', 'PBRM1', 'ACTR6', 'BAZ1A', 'INO80', 'SMC1A', 'SPIDR', 'UCHL5', 'LRPPRC', 'RAD50', 'RAD51', 'MCM3', 'ANP32E', 'BIRC5', 'TERF2IP', 'LRIF1', 'MCM6', 'TOP1']"
MACS2,H3K27me3,GO_Biological_Process_2023,1,Generation Of Neurons (GO:0048699),3.5753978758638585e-05,0.1421179453969091,19.061794178663465,"['MYT1L', 'OTP', 'CELSR1', 'RNF112', 'FGF8', 'NRCAM', 'CDKL5', 'WNT5A', 'EML1', 'POU3F2', 'RUNX3', 'RUNX2', 'LMX1A', 'MAP1B', 'LMX1B', 'ASTN1', 'BRSK2', 'CEP85L', 'WNT6', 'WNT1', 'KIAA0319', 'KIAA0319L', 'WNT2', 'MARK1', 'WNT4', 'WNT10B', 'FZD3', 'TGFB2', 'WNT10A', 'FZD2', 'AUTS2', 'DTNB', 'WNT3A', 'FZD7', 'DCDC2', 'FZD8', 'PHOX2B', 'LHX3', 'LHX2', 'LHX1', 'LHX6', 'LHX5', 'LHX4', 'LHX9', 'LRP12', 'FGFR1', 'ITM2C', 'LHX8', 'BTG4', 'WNT2B', 'SH3RF1', 'SHH', 'DNER', 'SIX3', 'NEO1', 'EMX1', 'EMX2', 'EN2', 'WNT9B', 'EN1', 'WNT9A', 'POMGNT2', 'WNT16', 'CIT', 'TUBB2B', 'MAPT', 'MET', 'WNT8A', 'LRP4', 'ASCL2', 'VXN', 'RELN', 'WNT11', 'NOTO', 'DISC1', 'IRX1', 'IRX2', 'GSX1', 'IRX5', 'IRX6', 'IRX3', 'WNT7B', 'IRX4', 'WNT7A', 'ATP2B2', 'CCK', 'ELP3', 'SEPTIN4', 'VAX1', 'VAX2', 'TAFA3', 'NOVA2', 'INSM2', 'ERCC6', 'INSM1', 'MDGA1', 'ADGRL3']"
